ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Superficie construida,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Orientación,Bodegas,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,Acceso,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Forma del terreno,OrientaciÃ³n,DisposiciÃ³n,Disposición del lote,Tipo de casa,NÃºmero de piso de la unidad
1325140614,colima,venta,https://terreno.metroscubicos.com/MLM-1325140614-venta-de-terreno-cuauhtemoc-colima-_JM,"$271,000",Cuauhtemoc,CuauhtÃ©moc,247 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1393701463,colima,fraccionamiento,https://terreno.metroscubicos.com/MLM-1393701463-fraccionamiento-ventanas-en-manzanillo-colima-_JM,"$80,000,000",Manzanillo,Del Pacifico,20444 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
944473549,colima,terreno,https://terreno.metroscubicos.com/MLM-944473549-terreno-en-venta-en-cuyutlan-cercas-del-mar-_JM,"$850,000",ArmerÃ­a,Cuyutlan,732 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1325048883,colima,venta,https://terreno.metroscubicos.com/MLM-1325048883-venta-de-lotes-comerciales-en-vista-volcanes-_JM,"$1,480,290",Villa De Álvarez,Villas Diamante,422.94 m²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1394023532,colima,terreno,https://terreno.metroscubicos.com/MLM-1394023532-terreno-en-venta-salagua-_JM,"$1,588,680",Manzanillo,Nuevo Salagua,176 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1331264761,colima,remate,https://terreno.metroscubicos.com/MLM-1331264761-remate-de-terreno-elite-en-altozanoel-mejor-precio-gran-op-_JM,"$3,360,756",Cuauhtemoc,Otra Colonia,501 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
925770188,colima,se,https://terreno.metroscubicos.com/MLM-925770188-se-venden-12-hectareas-listas-para-urbanizar-con-uso-de-suel-_JM,$200,Colima,Otra Colonia,120000 m²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1409627592,colima,terrenos,https://terreno.metroscubicos.com/MLM-1409627592-terrenos-en-venta-a-la-orilla-del-mar-en-fracc-aquarium-campos-manzanillo-_JM,"$616,500",Manzanillo,Fraccionamiento Aquarium,411 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1394454523,colima,terreno,https://terreno.metroscubicos.com/MLM-1394454523-terreno-en-venta-fraccionamiento-valle-del-ruisenor-zona-norte-de-colima-_JM,"$1,935,856",Colima,Luis Donaldo Colosio,1209 m²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
939967253,colima,terrenos,https://terreno.metroscubicos.com/MLM-939967253-terrenos-en-venta-en-fraccionamiento-tierra-alta-villa-de-alvarez-_JM,"$4,104,607",Villa De Álvarez,Chivato,1824.27 m²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1331209161,colima,terrenos,https://terreno.metroscubicos.com/MLM-1331209161-terrenos-en-zona-norte-de-colima-_JM,"$1,281,850",Colima,Villa Verde,318 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
944447025,colima,excelente,https://terreno.metroscubicos.com/MLM-944447025-excelente-terreno-en-venta-en-la-peninsula-de-las-hadas-_JM,"U$S55,000",Manzanillo,PenÃ­nsula De Santiago,301 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
